patient_id,split
P02296,train
P02297,train
P02298,test
P02299,train
P02300,train
P02301,test
P02302,train
P02303,train
P02304,train
P02305,train
P02306,train
P02307,train
P02308,train
P02309,train
P02310,train
P02311,test
P02312,validation
P02313,validation
P02314,train
P02315,train
P02316,train
P02317,train
P02318,train
P02319,train
P02320,train
P02321,train
P02322,train
P02323,train
P02324,train
P02325,train
P02326,validation
P02327,validation
P02328,train
P02329,train
P02330,validation
P02331,train
P02332,train
P02333,validation
P02334,train
P02335,validation
P02336,train
P02337,train
P02338,train
P02339,train
P02340,validation
P02341,validation
P02342,train
P02343,train
P02344,train
P02345,train
P02346,validation
P02347,train
P02348,train
P02349,train
P02350,test
P02351,train
P02352,train
P02353,train
P02354,train
P02355,train
P02356,train
P02357,train
P02358,test
P02359,train
P02360,train
P02361,train
P02362,train
P02363,train
P02364,train
P02365,test
P02366,train
P02367,train
P02368,train
P02369,train
P02370,train
P02371,train
P02372,validation
P02373,train
P02374,train
P02375,train
P02376,train
P02377,train
P02378,train
P02379,train
P02380,train
P02381,train
P02382,test
P02383,validation
P02384,train
P02385,train
P02386,train
P02387,train
P02388,train
P02389,train
P02390,train
P02391,train
P02392,train
P02393,train
P02394,test
P02395,train
P02396,train
P02397,train
P02398,test
P02399,train
P02400,train
P02401,train
P02402,train
P02403,train
P02404,train
P02405,test
P02406,train
P02407,validation
P02408,train
P02409,train
P02410,train
P02411,train
P02412,train
P02413,train
P02414,train
P02415,train
P02416,train
P02417,train
P02418,train
P02419,train
P02420,train
P02421,train
P02422,train
P02423,train
P02424,train
P02425,train
P02426,train
P02427,validation
P02428,train
P02429,train
P02430,train
P02431,train
P02432,validation
P02433,train
P02434,train
P02435,train
P02436,test
P02437,train
P02438,test
P02439,test
P02440,train
P02441,test
P02442,validation
P02443,test
P02444,train
P02445,train
P02446,test
P02447,train
P02448,train
P02449,test
P02450,validation
P02451,train
P02452,train
P02453,test
P02454,train
P02455,test
P02456,train
P02457,train
P02458,train
P02459,validation
P02460,train
P02461,validation
P02462,train
P02463,train
P02464,train
P02465,test
P02466,train
P02467,train
P02468,train
P02469,test
P02470,train
P02471,train
P02472,train
P02473,train
P02474,train
P02475,test
P02476,train
P02477,train
P02478,train
P02479,train
P02480,train
P02481,train
P02482,train
P02483,train
P02484,train
P02485,train
P02486,train
P02487,validation
P02488,train
P02489,train
P02490,validation
P02491,train
P02492,train
P02493,train
P02494,train
P02495,train
P02496,validation
P02497,train
P02498,train
P02499,train
P02500,train
P02501,train
P02502,train
P02503,test
P02504,validation
P02505,train
P02506,train
P02507,train
P02508,train
P02509,train
P02510,train
P02511,train
P02512,train
P02513,train
P02514,train
P02515,train
P02516,train
P02517,test
P02518,train
P02519,train
P02520,train
P02521,train
P02522,train
P02523,train
P02524,train
P02525,validation
P02526,train
P02527,train
P02528,train
P02529,train
P02530,train
P02531,train
P02532,train
P02533,train
P02534,train
P02535,train
P02536,train
P02537,train
P02538,train
P02539,validation
P02540,test
P02541,train
P02542,train
P02543,train
P02544,train
P02545,train
P02546,train
P02547,train
P02548,test
P02549,validation
P02550,train
P02551,test
P02552,train
P02553,validation
P02554,train
P02555,train
P02556,train
P02557,test
P02558,train
P02559,train
P02560,train
P02561,train
P02562,train
P02563,train
P02564,train
P02565,train
P02566,train
P02567,train
P02568,train
P02569,train
P02570,train
P02571,test
P02572,test
P02573,train
P02574,train
P02575,train
P02576,train
P02577,train
P02578,train
P02579,train
P02580,train
P02581,train
P02582,train
P02583,test
P02584,train
P02585,test
P02586,train
P02587,validation
P02588,train
P02589,train
P02590,train
P02591,train
P02592,train
P02593,train
P02594,test
P02595,train
P02596,train
P02597,train
P02598,train
P02599,train
P02600,train
P02601,test
P02602,train
P02603,train
P02604,train
P02605,train
P02606,test
P02607,train
P02608,validation
P02609,train
P02610,train
P02611,validation
P02612,test
P02613,train
P02614,train
P02615,train
P02616,train
P02617,train
P02618,train
P02619,validation
P02620,train
P02621,train
P02622,train
P02623,train
P02624,train
P02625,train
P02626,train
P02627,train
P02628,train
P02629,train
P02630,train
P02631,validation
P02632,train
P02633,train
P02634,train
P02635,train
P02636,train
P02637,train
P02638,validation
P02639,train
P02640,test
P02641,train
P02642,train
P02643,validation
P02644,test
P02645,train
P02646,train
P02647,train
P02648,train
P02649,train
P02650,train
P02651,train
P02652,train
P02653,train
P02654,test
P02655,train
P02656,train
P02657,test
P02658,train
P02659,train
P02660,test
P02661,train
P02662,train
P02663,validation
P02664,validation
P02665,train
P02666,train
P02667,train
P02668,train
P02669,train
P02670,train
P02671,train
P02672,train
P02673,train
P02674,train
P02675,train
P02676,train
P02677,test
P02678,train
P02679,train
P02680,train
P02681,train
P02682,train
P02683,train
P02684,test
P02685,train
P02686,train
P02687,train
P02688,train
P02689,validation
P02690,train
P02691,train
P02692,validation
P02693,train
P02694,validation
P02695,train
P02696,train
P02697,train
P02698,train
P02699,train
P02700,train
P02701,validation
P02702,train
P02703,train
P02704,train
P02705,train
P02706,train
P02707,train
P02708,train
P02709,train
P02710,test
P02711,validation
P02712,train
P02713,validation
P02714,train
P02715,train
P02716,train
P02717,train
P02718,train
P02719,train
P02720,train
P02721,train
P02722,train
P02723,train
P02724,test
P02725,train
P02726,train
P02727,train
P02728,train
P02729,validation
P02730,train
P02731,test
P02732,train
P02733,train
P02734,train
P02735,test
P02736,train
P02737,train
P02738,train
P02739,train
P02740,train
P02741,train
P02742,train
P02743,train
P02744,train
P02745,train
P02746,train
P02747,train
P02748,train
P02749,train
P02750,train
P02751,train
P02752,train
P02753,train
P02754,validation
P02755,validation
P02756,train
P02757,train
P02758,train
P02759,train
P02760,train
P02761,train
P02762,test
P02763,train
P02764,train
P02765,validation
P02766,train
P02767,train
P02768,train
P02769,train
P02770,train
P02771,train
P02772,train
P02773,train
P02774,train
P02775,train
P02776,train
P02777,train
P02778,train
P02779,train
P02780,train
P02781,train
P02782,train
P02783,train
P02784,train
P02785,train
P02786,train
P02787,train
P02788,train
P02789,test
P02790,train
P02791,train
P02792,test
P02793,train
P02794,train
P02795,train
P02796,train
P02797,train
P02798,train
P02799,test
P02800,train
P02801,train
P02802,train
P02803,test
P02804,train
P02805,test
P02806,train
P02807,train
P02808,train
P02809,train
P02810,test
P02811,train
P02812,train
P02813,train
P02814,train
P02815,train
P02816,test
P02817,train
P02818,test
P02819,train
P02820,test
P02821,train
P02822,train
P02823,train
P02824,train
P02825,train
P02826,validation
P02827,train
P02828,test
P02829,train
P02830,validation
P02831,train
P02832,train
P02833,train
P02834,train
P02835,train
P02836,test
P02837,train
P02838,train
P02839,train
P02840,train
P02841,train
P02842,train
P02843,test
P02844,train
P02845,validation
P02846,validation
P02847,train
P02848,validation
P02849,train
P02850,train
P02851,validation
P02852,train
P02853,train
P02854,train
P02855,train
P02856,train
P02857,train
P02858,train
P02859,test
P02860,train
P02861,train
P02862,train
P02863,train
P02864,train
P02865,train
P02866,train
P02867,train
P02868,train
P02869,train
P02870,train
P02871,train
P02872,validation
P02873,train
P02874,train
P02875,train
P02876,train
P02877,train
P02878,train
P02879,train
P02880,train
P02881,train
P02882,train
P02883,train
P02884,train
P02885,train
P02886,train
P02887,train
P02888,train
P02889,train
P02890,train
P02891,validation
P02892,train
P02893,test
P02894,train
P02895,train
P02896,validation
P02897,train
P02898,train
P02899,train
P02900,train
P02901,train
P02902,train
P02903,train
P02904,train
P02905,train
P02906,validation
P02907,train
P02908,train
P02909,train
P02910,train
P02911,train
P02912,train
P02913,train
P02914,train
P02915,train
P02916,train
P02917,train
P02918,train
P02919,validation
P02920,train
P02921,test
P02922,train
P02923,test
P02924,train
P02925,train
P02926,train
P02927,train
P02928,train
P02929,train
P02930,train
P02931,train
P02932,train
P02933,train
P02934,train
P02935,train
P02936,test
P02937,train
P02938,train
P02939,train
P02940,test
P02941,train
P02942,train
P02943,train
P02944,train
P02945,train
P02946,train
P02947,train
P02948,train
P02949,train
P02950,train
P02951,train
P02952,validation
P02953,train
P02954,train
P02955,train
P02956,train
P02957,train
P02958,train
P02959,train
P02960,train
P02961,train
P02962,train
P02963,train
P02964,train
P02965,train
P02966,train
P02967,test
P02968,train
P02969,train
P02970,train
P02971,train
P02972,train
P02973,train
P02974,train
P02975,train
P02976,train
P02977,validation
P02978,train
P02979,train
P02980,train
P02981,train
P02982,train
P02983,train
P02984,train
P02985,train
P02986,test
P02987,train
P02988,train
P02989,train
P02990,train
P02991,train
P02992,train
P02993,train
P02994,validation
P02995,train
P02996,train
P02997,train
P02998,train
P02999,validation
P03000,train
P03001,train
P03002,train
P03003,train
P03004,train
P03005,train
P03006,train
P03007,train
P03008,train
P03009,train
P03010,validation
P03011,validation
P03012,train
P03013,train
P03014,train
P03015,validation
P03016,validation
P03017,train
P03018,train
P03019,train
P03020,test
P03021,train
P03022,train
P03023,train
P03024,train
P03025,train
P03026,train
P03027,train
P03028,train
P03029,validation
P03030,train
P03031,train
P03032,test
P03033,train
P03034,train
P03035,train
P03036,train
P03037,train
P03038,test
P03039,train
P03040,train
P03041,train
P03042,test
P03043,train
P03044,train
P03045,train
P03046,train
P03047,train
P03048,test
P03049,validation
P03050,test
P03051,validation
P03052,train
P03053,train
P03054,test
P03055,test
P03056,train
P03057,train
P03058,train
P03059,train
P03060,validation
P03061,train
P03062,validation
P03063,test
P03064,train
P03065,train
P03066,train
P03067,train
P03068,train
P03069,train
P03070,train
P03071,train
P03072,test
P03073,train
P03074,train
P03075,train
P03076,train
P03077,train
P03078,train
P03079,train
P03080,test
P03081,train
P03082,train
P03083,train
P03084,train
P03085,train
P03086,train
P03087,train
P03088,train
P03089,train
P03090,train
P03091,train
P03092,train
P03093,test
P03094,validation
P03095,train
P03096,train
P03097,validation
P03098,train
P03099,validation
P03100,validation
P03101,train
P03102,train
P03103,train
P03104,train
P03105,validation
P03106,train
P03107,validation
P03108,train
P03109,validation
P03110,train
P03111,train
P03112,train
P03113,validation
P03114,train
P03115,train
P03116,train
P03117,train
P03118,train
P03119,train
P03120,train
P03121,train
P03122,train
P03123,train
P03124,train
P03125,test
P03126,test
P03127,validation
P03128,test
P03129,train
P03130,test
P03131,train
P03132,train
P03133,train
P03134,train
P03135,train
P03136,train
P03137,train
P03138,train
P03139,validation
P03140,train
P03141,train
P03142,train
P03143,train
P03144,train
P03145,validation
P03146,train
P03147,train
P03148,validation
P03149,test
P03150,test
P03151,train
P03152,train
P03153,train
P03154,train
P03155,train
P03156,train
P03157,train
P03158,train
P03159,test
P03160,train
P03161,train
P03162,train
P03163,train
P03164,train
P03165,train
P03166,validation
P03167,train
P03168,train
P03169,train
P03170,train
P03171,train
P03172,train
P03173,train
P03174,validation
P03175,train
P03176,train
P03177,train
P03178,train
P03179,validation
P03180,validation
P03181,train
P03182,train
P03183,test
P03184,validation
P03185,train
P03186,train
P03187,train
P03188,train
P03189,train
P03190,train
P03191,test
P03192,validation
P03193,train
P03194,train
P03195,train
P03196,train
P03197,train
P03198,train
P03199,train
P03200,train
P03201,train
P03202,train
P03203,train
P03204,train
P03205,train
P03206,train
P03207,train
P03208,train
P03209,train
P03210,train
P03211,train
P03212,test
P03213,train
P03214,train
P03215,train
P03216,train
P03217,validation
P03218,test
P03219,train
P03220,train
P03221,train
P03222,train
P03223,train
P03224,train
P03225,validation
P03226,validation
P03227,train
P03228,train
P03229,train
P03230,validation
P03231,train
P03232,train
P03233,train
P03234,train
P03235,train
P03236,validation
P03237,train
P03238,train
P03239,train
P03240,train
P03241,train
P03242,train
P03243,train
P03244,validation
P03245,train
P03246,train
P03247,validation
P03248,test
P03249,test
P03250,train
P03251,train
P03252,train
P03253,train
P03254,train
P03255,train
P03256,train
P03257,train
P03258,test
P03259,test
P03260,validation
P03261,train
P03262,train
P03263,train
P03264,test
P03265,train
P03266,test
P03267,validation
P03268,train
P03269,train
P03270,train
P03271,train
P03272,train
P03273,test
P03274,train
P03275,train
P03276,train
P03277,train
P03278,train
P03279,train
P03280,train
P03281,train
P03282,validation
P03283,train
P03284,train
P03285,train
P03286,train
P03287,train
P03288,train
P03289,validation
P03290,train
P03291,test
P03292,train
P03293,train
P03294,train
P03295,train
P03296,train
P03297,train
P03298,train
P03299,test
P03300,train
P03301,train
P03302,train
P03303,train
P03304,train
P03305,train
P03306,train
P03307,train
P03308,train
P03309,train
P03310,train
P03311,test
P03312,train
P03313,train
P03314,train
P03315,train
P03316,train
P03317,train
P03318,train
P03319,train
P03320,train
P03321,test
P03322,validation
P03323,train
P03324,train
P03325,train
P03326,validation
P03327,train
P03328,train
P03329,train
P03330,train
P03331,train
P03332,test
P03333,train
P03334,train
P03335,test
P03336,train
P03337,train
P03338,train
P03339,train
P03340,train
P03341,train
P03342,train
P03343,train
P03344,train
P03345,train
P03346,test
P03347,train
P03348,train
P03349,train
P03350,train
P03351,train
P03352,train
P03353,train
P03354,train
P03355,train
P03356,validation
P03357,train
P03358,train
P03359,train
P03360,train
P03361,train
P03362,train
P03363,train
P03364,train
P03365,train
